sms;atrib;atributo
3924;27;Atributo_36
3925;32;Atributo_37
3925;51;Atributo_75
3925;596;Atributo_56
3926;898;Atributo_10
3928;57;Atributo_6
3931;64;Atributo_46
3934;35;Atributo_22
3934;57;Atributo_6
3940;652;Atributo_8
3940;898;Atributo_10
3942;652;Atributo_8
3942;898;Atributo_10
3943;652;Atributo_8
3943;898;Atributo_10
3946;7;Atributo_30
3946;896;Atributo_15
3947;64;Atributo_46
3948;30;Atributo_2
3949;64;Atributo_46
3950;24;Atributo_48
3950;55;Atributo_32
3950;64;Atributo_46
3951;898;Atributo_10
3954;4;Atributo_11
3955;4;Atributo_11
3956;4;Atributo_11
3957;4;Atributo_11
3958;4;Atributo_11
3959;4;Atributo_11
3960;64;Atributo_46
3961;645;Atributo_106
3961;664;Atributo_44
3961;898;Atributo_10
3962;660;Atributo_91
3965;898;Atributo_10
3968;827;Atributo_83
3969;827;Atributo_83
3970;827;Atributo_83
3971;827;Atributo_83
3972;827;Atributo_83
3973;827;Atributo_83
3974;827;Atributo_83
3975;827;Atributo_83
3977;4;Atributo_11
3978;12;Atributo_42
3979;898;Atributo_10
3981;7;Atributo_30
3982;9;Atributo_94
3983;843;Atributo_43
3984;4;Atributo_11
3987;652;Atributo_8
3989;28;Atributo_1
3989;30;Atributo_2
3989;35;Atributo_22
3989;652;Atributo_8
3991;36;Atributo_49
3991;592;Atributo_74
3992;40;Atributo_16
3993;45;Atributo_39
3993;599;Atributo_57
3994;45;Atributo_39
3994;599;Atributo_57
3994;663;Atributo_63
3995;898;Atributo_10
3996;28;Atributo_1
3996;35;Atributo_22
3997;652;Atributo_8
4000;35;Atributo_22
4000;581;Atributo_65
4000;598;Atributo_69
4004;870;Atributo_26
4005;28;Atributo_1
4006;28;Atributo_1
4006;32;Atributo_37
4007;28;Atributo_1
4007;32;Atributo_37
4009;28;Atributo_1
4009;32;Atributo_37
4011;652;Atributo_8
4011;898;Atributo_10
4012;652;Atributo_8
4013;38;Atributo_4
4014;30;Atributo_2
4014;31;Atributo_3
4014;38;Atributo_4
4018;46;Atributo_12
4022;645;Atributo_106
4022;664;Atributo_44
4023;4;Atributo_11
4025;898;Atributo_10
4026;30;Atributo_2
4026;38;Atributo_4
4027;264;Atributo_18
4027;660;Atributo_91
4027;870;Atributo_26
4028;898;Atributo_10
4030;38;Atributo_4
4030;53;Atributo_24
4030;264;Atributo_18
4030;664;Atributo_44
4031;843;Atributo_43
4032;843;Atributo_43
4033;843;Atributo_43
4034;4;Atributo_11
4034;655;Atributo_14
4035;652;Atributo_8
4037;843;Atributo_43
4038;470;Atributo_19
4040;559;Atributo_34
4041;31;Atributo_3
4041;38;Atributo_4
4043;275;Atributo_20
4043;898;Atributo_10
4044;652;Atributo_8
4045;38;Atributo_4
4046;38;Atributo_4
4047;38;Atributo_4
4048;35;Atributo_22
4051;701;Atributo_9
4052;664;Atributo_44
4054;652;Atributo_8
4054;898;Atributo_10
4060;470;Atributo_19
4061;470;Atributo_19
4062;470;Atributo_19
4063;470;Atributo_19
4064;652;Atributo_8
4064;898;Atributo_10
4067;30;Atributo_2
4069;898;Atributo_10
4071;663;Atributo_63
4072;652;Atributo_8
4073;470;Atributo_19
4074;38;Atributo_4
4075;4;Atributo_11
4075;655;Atributo_14
4076;38;Atributo_4
4077;7;Atributo_30
4078;38;Atributo_4
4082;652;Atributo_8
4083;645;Atributo_106
4083;652;Atributo_8
4083;898;Atributo_10
4084;645;Atributo_106
4084;652;Atributo_8
4084;898;Atributo_10
4085;645;Atributo_106
4085;652;Atributo_8
4085;898;Atributo_10
4087;7;Atributo_30
4087;652;Atributo_8
4087;898;Atributo_10
4088;652;Atributo_8
4088;898;Atributo_10
4091;31;Atributo_3
4091;38;Atributo_4
4094;24;Atributo_48
4094;46;Atributo_12
4094;64;Atributo_46
4095;4;Atributo_11
4095;655;Atributo_14
4096;4;Atributo_11
4096;655;Atributo_14
4097;898;Atributo_10
4098;898;Atributo_10
4099;8;Atributo_21
4100;652;Atributo_8
4100;898;Atributo_10
4103;470;Atributo_19
4104;652;Atributo_8
4105;652;Atributo_8
4105;898;Atributo_10
4109;701;Atributo_9
4111;280;Atributo_85
4112;27;Atributo_36
4113;24;Atributo_48
4113;55;Atributo_32
4113;64;Atributo_46
4113;591;Atributo_59
4118;264;Atributo_18
4120;652;Atributo_8
4121;581;Atributo_65
4121;598;Atributo_69
4124;35;Atributo_22
4124;663;Atributo_63
4126;24;Atributo_48
4126;898;Atributo_10
4128;663;Atributo_63
4133;843;Atributo_43
4135;652;Atributo_8
4136;601;Atributo_70
4141;652;Atributo_8
4141;898;Atributo_10
4142;701;Atributo_9
4143;55;Atributo_32
4144;663;Atributo_63
4144;807;Atributo_67
4148;652;Atributo_8
4148;898;Atributo_10
4149;772;Atributo_28
4153;55;Atributo_32
4155;898;Atributo_10
4158;898;Atributo_10
4159;652;Atributo_8
4159;898;Atributo_10
4161;88;Atributo_13
4165;57;Atributo_6
4167;652;Atributo_8
4167;898;Atributo_10
4168;652;Atributo_8
4169;88;Atributo_13
4170;31;Atributo_3
4170;35;Atributo_22
4170;38;Atributo_4
4170;47;Atributo_23
4170;53;Atributo_24
4170;56;Atributo_5
4170;57;Atributo_6
4173;652;Atributo_8
4174;898;Atributo_10
4175;652;Atributo_8
4175;898;Atributo_10
4177;898;Atributo_10
4179;652;Atributo_8
4179;870;Atributo_26
4180;898;Atributo_10
4182;645;Atributo_106
4182;898;Atributo_10
4183;55;Atributo_32
4183;275;Atributo_20
4183;843;Atributo_43
4184;275;Atributo_20
4184;843;Atributo_43
4186;56;Atributo_5
4186;73;Atributo_7
4191;88;Atributo_13
4192;88;Atributo_13
4193;88;Atributo_13
4194;88;Atributo_13
4196;88;Atributo_13
4206;898;Atributo_10
4211;586;Atributo_86
4212;898;Atributo_10
4213;55;Atributo_32
4213;898;Atributo_10
4214;898;Atributo_10
4220;28;Atributo_1
4221;38;Atributo_4
4221;53;Atributo_24
4221;264;Atributo_18
4221;664;Atributo_44
4222;645;Atributo_106
4222;664;Atributo_44
4222;898;Atributo_10
4223;57;Atributo_6
4223;645;Atributo_106
4223;898;Atributo_10
4224;645;Atributo_106
4224;664;Atributo_44
4224;898;Atributo_10
4225;645;Atributo_106
4226;898;Atributo_10
4228;645;Atributo_106
4228;664;Atributo_44
4228;898;Atributo_10
4229;32;Atributo_37
4229;595;Atributo_60
4231;645;Atributo_106
4231;664;Atributo_44
4233;652;Atributo_8
4233;898;Atributo_10
4234;898;Atributo_10
4236;652;Atributo_8
4236;898;Atributo_10
4237;57;Atributo_6
4238;898;Atributo_10
4239;30;Atributo_2
4240;30;Atributo_2
4242;663;Atributo_63
4242;898;Atributo_10
4243;37;Atributo_31
4243;40;Atributo_16
4243;53;Atributo_24
4244;652;Atributo_8
4244;843;Atributo_43
4244;898;Atributo_10
4246;470;Atributo_19
4246;898;Atributo_10
4249;57;Atributo_6
4250;57;Atributo_6
4253;4;Atributo_11
4253;655;Atributo_14
4254;26;Atributo_35
4254;27;Atributo_36
4255;652;Atributo_8
4255;898;Atributo_10
4256;652;Atributo_8
4256;898;Atributo_10
4257;652;Atributo_8
4259;843;Atributo_43
4259;898;Atributo_10
4260;898;Atributo_10
4261;898;Atributo_10
4268;4;Atributo_11
4268;655;Atributo_14
4269;470;Atributo_19
4270;8;Atributo_21
4272;898;Atributo_10
4275;37;Atributo_31
4276;37;Atributo_31
4277;37;Atributo_31
4280;652;Atributo_8
4280;898;Atributo_10
4284;843;Atributo_43
4285;843;Atributo_43
4288;663;Atributo_63
4289;663;Atributo_63
4290;645;Atributo_106
4290;898;Atributo_10
4291;645;Atributo_106
4291;664;Atributo_44
4291;898;Atributo_10
4296;46;Atributo_12
4296;64;Atributo_46
4299;898;Atributo_10
4300;843;Atributo_43
4303;898;Atributo_10
4308;53;Atributo_24
4308;898;Atributo_10
4309;4;Atributo_11
4309;655;Atributo_14
4311;645;Atributo_106
4311;664;Atributo_44
4311;898;Atributo_10
4312;35;Atributo_22
4312;57;Atributo_6
4315;645;Atributo_106
4315;664;Atributo_44
4315;898;Atributo_10
4318;652;Atributo_8
4318;898;Atributo_10
4319;4;Atributo_11
4319;655;Atributo_14
4322;4;Atributo_11
4322;655;Atributo_14
4323;4;Atributo_11
4323;655;Atributo_14
4324;652;Atributo_8
4326;24;Atributo_48
4326;64;Atributo_46
4327;37;Atributo_31
4327;40;Atributo_16
4327;53;Atributo_24
4332;843;Atributo_43
4333;843;Atributo_43
4334;898;Atributo_10
4335;88;Atributo_13
4336;88;Atributo_13
4339;843;Atributo_43
4340;843;Atributo_43
4341;843;Atributo_43
4342;843;Atributo_43
4343;88;Atributo_13
4344;88;Atributo_13
4345;88;Atributo_13
4346;88;Atributo_13
4348;88;Atributo_13
4349;30;Atributo_2
4350;30;Atributo_2
4351;30;Atributo_2
4352;30;Atributo_2
4353;30;Atributo_2
4355;664;Atributo_44
4355;898;Atributo_10
4357;652;Atributo_8
4357;898;Atributo_10
4360;701;Atributo_9
4361;38;Atributo_4
4362;37;Atributo_31
4362;40;Atributo_16
4362;53;Atributo_24
4362;64;Atributo_46
4363;645;Atributo_106
4365;65;Atributo_71
4365;684;Atributo_51
4369;275;Atributo_20
4369;843;Atributo_43
4370;898;Atributo_10
4371;38;Atributo_4
4372;88;Atributo_13
4373;88;Atributo_13
4377;898;Atributo_10
4387;4;Atributo_11
4388;4;Atributo_11
4388;655;Atributo_14
4389;645;Atributo_106
4389;664;Atributo_44
4389;898;Atributo_10
4390;56;Atributo_5
4390;73;Atributo_7
4391;56;Atributo_5
4391;73;Atributo_7
4392;26;Atributo_35
4392;27;Atributo_36
4392;652;Atributo_8
4392;772;Atributo_28
4393;645;Atributo_106
4393;664;Atributo_44
4393;898;Atributo_10
4394;645;Atributo_106
4394;664;Atributo_44
4394;898;Atributo_10
4395;652;Atributo_8
4395;898;Atributo_10
4397;870;Atributo_26
4398;870;Atributo_26
4399;652;Atributo_8
4399;898;Atributo_10
4400;652;Atributo_8
4400;898;Atributo_10
4401;55;Atributo_32
4401;588;Atributo_62
4402;55;Atributo_32
4402;588;Atributo_62
4403;57;Atributo_6
4405;35;Atributo_22
4405;663;Atributo_63
4406;558;Atributo_88
4409;51;Atributo_75
4409;664;Atributo_44
4409;898;Atributo_10
4410;664;Atributo_44
4411;4;Atributo_11
4411;655;Atributo_14
4412;24;Atributo_48
4412;26;Atributo_35
4412;27;Atributo_36
4412;55;Atributo_32
4412;64;Atributo_46
4412;470;Atributo_19
4413;24;Atributo_48
4413;26;Atributo_35
4413;27;Atributo_36
4413;55;Atributo_32
4413;64;Atributo_46
4413;470;Atributo_19
4416;46;Atributo_12
4418;645;Atributo_106
4419;264;Atributo_18
4420;264;Atributo_18
4421;652;Atributo_8
4421;898;Atributo_10
4423;57;Atributo_6
4424;57;Atributo_6
4425;57;Atributo_6
4426;32;Atributo_37
4426;595;Atributo_60
4427;898;Atributo_10
4429;898;Atributo_10
4435;88;Atributo_13
4436;88;Atributo_13
4437;652;Atributo_8
4437;898;Atributo_10
4438;645;Atributo_106
4439;645;Atributo_106
4440;30;Atributo_2
4441;30;Atributo_2
4443;53;Atributo_24
4445;898;Atributo_10
4446;898;Atributo_10
4447;843;Atributo_43
4447;898;Atributo_10
4448;24;Atributo_48
4448;40;Atributo_16
4448;55;Atributo_32
4448;64;Atributo_46
4451;38;Atributo_4
4453;652;Atributo_8
4453;898;Atributo_10
4456;470;Atributo_19
4458;664;Atributo_44
4461;664;Atributo_44
4462;664;Atributo_44
4465;645;Atributo_106
4465;664;Atributo_44
4466;664;Atributo_44
4468;898;Atributo_10
4470;872;Atributo_97
4471;652;Atributo_8
4471;898;Atributo_10
4473;652;Atributo_8
4474;652;Atributo_8
4476;59;Atributo_50
4476;470;Atributo_19
4478;38;Atributo_4
4484;51;Atributo_75
4484;664;Atributo_44
4485;660;Atributo_91
4486;35;Atributo_22
4487;4;Atributo_11
4489;898;Atributo_10
4490;898;Atributo_10
4493;645;Atributo_106
4493;664;Atributo_44
4493;898;Atributo_10
4494;645;Atributo_106
4494;664;Atributo_44
4494;898;Atributo_10
4495;645;Atributo_106
4495;664;Atributo_44
4495;898;Atributo_10
4496;645;Atributo_106
4496;664;Atributo_44
4496;898;Atributo_10
4497;35;Atributo_22
4498;652;Atributo_8
4500;870;Atributo_26
4501;652;Atributo_8
4501;898;Atributo_10
4502;4;Atributo_11
4506;652;Atributo_8
4506;898;Atributo_10
4507;898;Atributo_10
4515;870;Atributo_26
4518;664;Atributo_44
4518;898;Atributo_10
4519;660;Atributo_91
4520;898;Atributo_10
4521;53;Atributo_24
4522;652;Atributo_8
4523;652;Atributo_8
4523;898;Atributo_10
4524;652;Atributo_8
4524;898;Atributo_10
4526;645;Atributo_106
4526;664;Atributo_44
4526;898;Atributo_10
4527;652;Atributo_8
4527;898;Atributo_10
4528;898;Atributo_10
4529;652;Atributo_8
4529;898;Atributo_10
4530;843;Atributo_43
4531;843;Atributo_43
4532;843;Atributo_43
4533;843;Atributo_43
4535;652;Atributo_8
4537;645;Atributo_106
4537;898;Atributo_10
4539;660;Atributo_91
4541;898;Atributo_10
4542;898;Atributo_10
4543;660;Atributo_91
4544;652;Atributo_8
4544;898;Atributo_10
4545;30;Atributo_2
4546;35;Atributo_22
4547;88;Atributo_13
4548;35;Atributo_22
4549;88;Atributo_13
4550;30;Atributo_2
4552;652;Atributo_8
4553;652;Atributo_8
4553;870;Atributo_26
4555;24;Atributo_48
4555;40;Atributo_16
4555;55;Atributo_32
4555;64;Atributo_46
4555;652;Atributo_8
4558;652;Atributo_8
4558;898;Atributo_10
4559;664;Atributo_44
4560;898;Atributo_10
4562;4;Atributo_11
4562;655;Atributo_14
4563;28;Atributo_1
4564;664;Atributo_44
4564;870;Atributo_26
4565;645;Atributo_106
4565;664;Atributo_44
4565;898;Atributo_10
4566;898;Atributo_10
4569;898;Atributo_10
4571;40;Atributo_16
4572;275;Atributo_20
4573;645;Atributo_106
4573;898;Atributo_10
4574;645;Atributo_106
4574;898;Atributo_10
4575;56;Atributo_5
4575;57;Atributo_6
4575;73;Atributo_7
4576;57;Atributo_6
4581;652;Atributo_8
4581;898;Atributo_10
4585;55;Atributo_32
4589;898;Atributo_10
4590;652;Atributo_8
4590;898;Atributo_10
4591;30;Atributo_2
4591;38;Atributo_4
4595;652;Atributo_8
4595;898;Atributo_10
4597;645;Atributo_106
4597;652;Atributo_8
4597;870;Atributo_26
4598;4;Atributo_11
4598;655;Atributo_14
4600;652;Atributo_8
4600;898;Atributo_10
4601;30;Atributo_2
4601;31;Atributo_3
4603;609;Atributo_108
4604;4;Atributo_11
4605;57;Atributo_6
4606;652;Atributo_8
4607;898;Atributo_10
4610;652;Atributo_8
4610;898;Atributo_10
4611;4;Atributo_11
4614;652;Atributo_8
4615;652;Atributo_8
4616;652;Atributo_8
4616;898;Atributo_10
4617;898;Atributo_10
4618;7;Atributo_30
4618;896;Atributo_15
4621;645;Atributo_106
4621;664;Atributo_44
4624;4;Atributo_11
4624;655;Atributo_14
4625;4;Atributo_11
4625;655;Atributo_14
4628;470;Atributo_19
4629;898;Atributo_10
4630;28;Atributo_1
4630;35;Atributo_22
4630;56;Atributo_5
4630;57;Atributo_6
4630;73;Atributo_7
4631;30;Atributo_2
4631;523;Atributo_33
4632;4;Atributo_11
4635;280;Atributo_85
4636;280;Atributo_85
4637;280;Atributo_85
4638;280;Atributo_85
4639;652;Atributo_8
4640;280;Atributo_85
4642;652;Atributo_8
4642;898;Atributo_10
4644;652;Atributo_8
4645;652;Atributo_8
4645;898;Atributo_10
4646;652;Atributo_8
4648;652;Atributo_8
4649;652;Atributo_8
4649;870;Atributo_26
4649;898;Atributo_10
4650;652;Atributo_8
4650;870;Atributo_26
4650;898;Atributo_10
4651;898;Atributo_10
4653;898;Atributo_10
4654;4;Atributo_11
4654;655;Atributo_14
4657;57;Atributo_6
4657;896;Atributo_15
4661;898;Atributo_10
4663;663;Atributo_63
4664;652;Atributo_8
4664;898;Atributo_10
4665;652;Atributo_8
4665;898;Atributo_10
4669;35;Atributo_22
4670;652;Atributo_8
4670;898;Atributo_10
4671;663;Atributo_63
4671;898;Atributo_10
4678;5;Atributo_45
4679;652;Atributo_8
4679;898;Atributo_10
4680;898;Atributo_10
4684;645;Atributo_106
4684;664;Atributo_44
4686;772;Atributo_28
4687;28;Atributo_1
4688;898;Atributo_10
4692;31;Atributo_3
4692;38;Atributo_4
4692;599;Atributo_57
4692;663;Atributo_63
4693;31;Atributo_3
4693;38;Atributo_4
4693;599;Atributo_57
4696;652;Atributo_8
4696;898;Atributo_10
4698;652;Atributo_8
4698;898;Atributo_10
4699;470;Atributo_19
4703;652;Atributo_8
4705;645;Atributo_106
4705;664;Atributo_44
4705;898;Atributo_10
4706;898;Atributo_10
4707;30;Atributo_2
4710;898;Atributo_10
4711;652;Atributo_8
4711;898;Atributo_10
4713;652;Atributo_8
4713;898;Atributo_10
4714;652;Atributo_8
4715;652;Atributo_8
4716;652;Atributo_8
4716;898;Atributo_10
4717;898;Atributo_10
4719;898;Atributo_10
4720;40;Atributo_16
4721;57;Atributo_6
4722;652;Atributo_8
4724;35;Atributo_22
4725;601;Atributo_70
4726;652;Atributo_8
4726;898;Atributo_10
4727;898;Atributo_10
4728;652;Atributo_8
4728;898;Atributo_10
4729;652;Atributo_8
4729;898;Atributo_10
4730;645;Atributo_106
4730;898;Atributo_10
4731;645;Atributo_106
4734;652;Atributo_8
4734;898;Atributo_10
4742;898;Atributo_10
4743;898;Atributo_10
4744;264;Atributo_18
4744;664;Atributo_44
4745;264;Atributo_18
4745;664;Atributo_44
4746;264;Atributo_18
4746;664;Atributo_44
4747;264;Atributo_18
4747;664;Atributo_44
4749;264;Atributo_18
4749;664;Atributo_44
4750;652;Atributo_8
4750;898;Atributo_10
4753;581;Atributo_65
4753;598;Atributo_69
4754;898;Atributo_10
4755;652;Atributo_8
4755;898;Atributo_10
4758;45;Atributo_39
4760;581;Atributo_65
4760;598;Atributo_69
4761;826;Atributo_53
4767;652;Atributo_8
4767;898;Atributo_10
4768;88;Atributo_13
4769;35;Atributo_22
4772;652;Atributo_8
4772;898;Atributo_10
4779;652;Atributo_8
4779;898;Atributo_10
4782;652;Atributo_8
4782;898;Atributo_10
4784;652;Atributo_8
4784;898;Atributo_10
4785;645;Atributo_106
4785;898;Atributo_10
4788;898;Atributo_10
4789;581;Atributo_65
4789;663;Atributo_63
4794;652;Atributo_8
4794;898;Atributo_10
4795;264;Atributo_18
4797;4;Atributo_11
4798;4;Atributo_11
4799;652;Atributo_8
4799;898;Atributo_10
4801;652;Atributo_8
4801;898;Atributo_10
4805;870;Atributo_26
4806;28;Atributo_1
4810;652;Atributo_8
4811;56;Atributo_5
4811;73;Atributo_7
4813;56;Atributo_5
4813;73;Atributo_7
4814;56;Atributo_5
4814;73;Atributo_7
4817;652;Atributo_8
4817;898;Atributo_10
4818;652;Atributo_8
4818;898;Atributo_10
4821;652;Atributo_8
4821;898;Atributo_10
4823;628;Atributo_29
4824;898;Atributo_10
4825;652;Atributo_8
4825;898;Atributo_10
4826;275;Atributo_20
4828;88;Atributo_13
4829;88;Atributo_13
4830;88;Atributo_13
4831;645;Atributo_106
4831;664;Atributo_44
4831;898;Atributo_10
4832;645;Atributo_106
4832;898;Atributo_10
4834;898;Atributo_10
4836;898;Atributo_10
4837;898;Atributo_10
4838;88;Atributo_13
4839;31;Atributo_3
4840;31;Atributo_3
4841;38;Atributo_4
4842;898;Atributo_10
4845;664;Atributo_44
4845;898;Atributo_10
4846;652;Atributo_8
4846;898;Atributo_10
4847;4;Atributo_11
4847;655;Atributo_14
4848;870;Atributo_26
4849;870;Atributo_26
4850;870;Atributo_26
4852;660;Atributo_91
4854;652;Atributo_8
4854;898;Atributo_10
4855;645;Atributo_106
4858;898;Atributo_10
4859;898;Atributo_10
4861;30;Atributo_2
4862;652;Atributo_8
4862;898;Atributo_10
4863;652;Atributo_8
4863;898;Atributo_10
4864;645;Atributo_106
4864;898;Atributo_10
4865;645;Atributo_106
4865;898;Atributo_10
4868;898;Atributo_10
4871;701;Atributo_9
4874;32;Atributo_37
4875;645;Atributo_106
4875;664;Atributo_44
4875;898;Atributo_10
4876;898;Atributo_10
4877;645;Atributo_106
4877;664;Atributo_44
4877;898;Atributo_10
4879;652;Atributo_8
4879;898;Atributo_10
4880;652;Atributo_8
4880;898;Atributo_10
4881;898;Atributo_10
4882;32;Atributo_37
4882;595;Atributo_60
4887;645;Atributo_106
4887;664;Atributo_44
4887;898;Atributo_10
4891;663;Atributo_63
4891;843;Atributo_43
4892;663;Atributo_63
4892;843;Atributo_43
4892;870;Atributo_26
4893;898;Atributo_10
4895;7;Atributo_30
4895;896;Atributo_15
4896;7;Atributo_30
4899;652;Atributo_8
4899;898;Atributo_10
4900;24;Atributo_48
4900;55;Atributo_32
4902;652;Atributo_8
4902;898;Atributo_10
4904;652;Atributo_8
4904;898;Atributo_10
4908;7;Atributo_30
4909;32;Atributo_37
4909;37;Atributo_31
4909;40;Atributo_16
4909;53;Atributo_24
4910;652;Atributo_8
4911;7;Atributo_30
4913;30;Atributo_2
4913;31;Atributo_3
4915;645;Atributo_106
4915;664;Atributo_44
4915;898;Atributo_10
4916;898;Atributo_10
4917;652;Atributo_8
4917;898;Atributo_10
4921;24;Atributo_48
4922;24;Atributo_48
4922;55;Atributo_32
4923;24;Atributo_48
4923;55;Atributo_32
4925;70;Atributo_72
4925;597;Atributo_73
4927;88;Atributo_13
4928;88;Atributo_13
4929;645;Atributo_106
4929;664;Atributo_44
4929;898;Atributo_10
4930;645;Atributo_106
4930;898;Atributo_10
4931;652;Atributo_8
4931;898;Atributo_10
4932;4;Atributo_11
4938;652;Atributo_8
4939;628;Atributo_29
4939;870;Atributo_26
4939;898;Atributo_10
4940;47;Atributo_23
4940;652;Atributo_8
4942;558;Atributo_88
4944;898;Atributo_10
4951;664;Atributo_44
4952;8;Atributo_21
4953;51;Atributo_75
4954;8;Atributo_21
4955;8;Atributo_21
4956;898;Atributo_10
4957;870;Atributo_26
4959;652;Atributo_8
4959;898;Atributo_10
4960;645;Atributo_106
4960;898;Atributo_10
4961;645;Atributo_106
4961;898;Atributo_10
4962;652;Atributo_8
4962;898;Atributo_10
4963;898;Atributo_10
4965;898;Atributo_10
4968;26;Atributo_35
4968;27;Atributo_36
4968;40;Atributo_16
4972;652;Atributo_8
4972;898;Atributo_10
4974;898;Atributo_10
4975;652;Atributo_8
4976;8;Atributo_21
4977;31;Atributo_3
4978;30;Atributo_2
4979;28;Atributo_1
4980;4;Atributo_11
4980;655;Atributo_14
4981;4;Atributo_11
4981;655;Atributo_14
4982;4;Atributo_11
4982;655;Atributo_14
4983;898;Atributo_10
4985;652;Atributo_8
4987;470;Atributo_19
4989;470;Atributo_19
4993;645;Atributo_106
4993;898;Atributo_10
4994;898;Atributo_10
4995;628;Atributo_29
4995;652;Atributo_8
4996;652;Atributo_8
4996;898;Atributo_10
4998;652;Atributo_8
4998;898;Atributo_10
4999;652;Atributo_8
4999;898;Atributo_10
5000;652;Atributo_8
5001;28;Atributo_1
5002;28;Atributo_1
5003;54;Atributo_40
5004;645;Atributo_106
5004;664;Atributo_44
5005;264;Atributo_18
5005;664;Atributo_44
5005;898;Atributo_10
5006;56;Atributo_5
5006;264;Atributo_18
5006;664;Atributo_44
5006;898;Atributo_10
5007;645;Atributo_106
5007;664;Atributo_44
5007;898;Atributo_10
5008;898;Atributo_10
5009;664;Atributo_44
5009;898;Atributo_10
5010;652;Atributo_8
5010;898;Atributo_10
5011;645;Atributo_106
5011;664;Atributo_44
5011;898;Atributo_10
5012;9;Atributo_94
5012;896;Atributo_15
5014;898;Atributo_10
5015;40;Atributo_16
5016;40;Atributo_16
5018;7;Atributo_30
5018;57;Atributo_6
5018;898;Atributo_10
5019;663;Atributo_63
5020;826;Atributo_53
5021;652;Atributo_8
5022;898;Atributo_10
5023;898;Atributo_10
5024;40;Atributo_16
5025;645;Atributo_106
5025;898;Atributo_10
5026;645;Atributo_106
5026;898;Atributo_10
5028;843;Atributo_43
5029;55;Atributo_32
5030;26;Atributo_35
5030;27;Atributo_36
5031;652;Atributo_8
5031;898;Atributo_10
5032;35;Atributo_22
5033;35;Atributo_22
5033;37;Atributo_31
5033;61;Atributo_55
5033;663;Atributo_63
5033;896;Atributo_15
5042;898;Atributo_10
5043;652;Atributo_8
5043;898;Atributo_10
5045;652;Atributo_8
5046;35;Atributo_22
5048;645;Atributo_106
5048;664;Atributo_44
5048;898;Atributo_10
5050;35;Atributo_22
5051;35;Atributo_22
5052;645;Atributo_106
5052;664;Atributo_44
5052;898;Atributo_10
5053;40;Atributo_16
5054;652;Atributo_8
5054;898;Atributo_10
5055;652;Atributo_8
5055;898;Atributo_10
5056;898;Atributo_10
5060;645;Atributo_106
5060;664;Atributo_44
5060;898;Atributo_10
5061;645;Atributo_106
5061;664;Atributo_44
5061;898;Atributo_10
5065;57;Atributo_6
5067;35;Atributo_22
5068;35;Atributo_22
5068;896;Atributo_15
5069;652;Atributo_8
5074;664;Atributo_44
5077;898;Atributo_10
5082;30;Atributo_2
5082;898;Atributo_10
5083;645;Atributo_106
5085;652;Atributo_8
5085;898;Atributo_10
5086;652;Atributo_8
5086;898;Atributo_10
5087;645;Atributo_106
5087;898;Atributo_10
5088;645;Atributo_106
5088;898;Atributo_10
5089;645;Atributo_106
5089;898;Atributo_10
5090;645;Atributo_106
5090;898;Atributo_10
5091;898;Atributo_10
5092;645;Atributo_106
5092;664;Atributo_44
5092;898;Atributo_10
5093;645;Atributo_106
5093;664;Atributo_44
5093;898;Atributo_10
5095;898;Atributo_10
5096;898;Atributo_10
5097;546;Atributo_113
5098;546;Atributo_113
5098;645;Atributo_106
5099;870;Atributo_26
5100;28;Atributo_1
5100;59;Atributo_50
5100;826;Atributo_53
5100;898;Atributo_10
5103;652;Atributo_8
5104;40;Atributo_16
5105;40;Atributo_16
5106;40;Atributo_16
5107;40;Atributo_16
5111;870;Atributo_26
5111;898;Atributo_10
5113;28;Atributo_1
5114;28;Atributo_1
5116;652;Atributo_8
5116;898;Atributo_10
5117;870;Atributo_26
5118;264;Atributo_18
5118;664;Atributo_44
5119;645;Atributo_106
5119;664;Atributo_44
5119;898;Atributo_10
5120;898;Atributo_10
5121;4;Atributo_11
5126;772;Atributo_28
5128;8;Atributo_21
5144;898;Atributo_10
5145;38;Atributo_4
5146;898;Atributo_10
5147;898;Atributo_10
5149;645;Atributo_106
5149;664;Atributo_44
5152;652;Atributo_8
5152;898;Atributo_10
5153;28;Atributo_1
5153;35;Atributo_22
5153;56;Atributo_5
5153;57;Atributo_6
5153;73;Atributo_7
5154;628;Atributo_29
5155;40;Atributo_16
5156;40;Atributo_16
5159;652;Atributo_8
5159;898;Atributo_10
5160;652;Atributo_8
5162;898;Atributo_10
5164;652;Atributo_8
5165;898;Atributo_10
5167;663;Atributo_63
5168;652;Atributo_8
5169;829;Atributo_64
5172;652;Atributo_8
5173;56;Atributo_5
5173;57;Atributo_6
5174;38;Atributo_4
5175;11;Atributo_93
5175;896;Atributo_15
5176;652;Atributo_8
5177;645;Atributo_106
5177;664;Atributo_44
5177;898;Atributo_10
5178;11;Atributo_93
5178;896;Atributo_15
5180;898;Atributo_10
5182;663;Atributo_63
5183;8;Atributo_21
5184;57;Atributo_6
5184;898;Atributo_10
5188;645;Atributo_106
5188;664;Atributo_44
5189;523;Atributo_33
5189;652;Atributo_8
5193;6;Atributo_41
5194;36;Atributo_49
5194;592;Atributo_74
5194;843;Atributo_43
5195;280;Atributo_85
5196;737;Atributo_89
5197;645;Atributo_106
5197;898;Atributo_10
5200;38;Atributo_4
5201;898;Atributo_10
