sms;atrib;atributo
1340;45;Atributo_39
1341;38;Atributo_4
1346;27;Atributo_36
1347;27;Atributo_36
1348;27;Atributo_36
1349;27;Atributo_36
1353;652;Atributo_8
1353;898;Atributo_10
1354;645;Atributo_106
1354;664;Atributo_44
1354;898;Atributo_10
1356;37;Atributo_31
1357;32;Atributo_37
1357;37;Atributo_31
1360;32;Atributo_37
1361;645;Atributo_106
1361;664;Atributo_44
1361;898;Atributo_10
1362;645;Atributo_106
1362;664;Atributo_44
1363;645;Atributo_106
1363;664;Atributo_44
1363;898;Atributo_10
1365;30;Atributo_2
1367;26;Atributo_35
1367;27;Atributo_36
1369;24;Atributo_48
1369;55;Atributo_32
1370;24;Atributo_48
1370;55;Atributo_32
1371;628;Atributo_29
1372;24;Atributo_48
1372;55;Atributo_32
1372;64;Atributo_46
1372;896;Atributo_15
1373;24;Atributo_48
1373;591;Atributo_59
1374;24;Atributo_48
1374;591;Atributo_59
1375;24;Atributo_48
1375;591;Atributo_59
1376;45;Atributo_39
1376;599;Atributo_57
1376;663;Atributo_63
1379;652;Atributo_8
1380;652;Atributo_8
1381;652;Atributo_8
1384;35;Atributo_22
1385;600;Atributo_58
1386;807;Atributo_67
1389;35;Atributo_22
1391;645;Atributo_106
1391;664;Atributo_44
1393;645;Atributo_106
1393;664;Atributo_44
1395;645;Atributo_106
1395;664;Atributo_44
1396;38;Atributo_4
1396;53;Atributo_24
1396;264;Atributo_18
1396;664;Atributo_44
1397;38;Atributo_4
1397;53;Atributo_24
1397;264;Atributo_18
1397;664;Atributo_44
1398;38;Atributo_4
1398;53;Atributo_24
1399;38;Atributo_4
1399;53;Atributo_24
1399;264;Atributo_18
1399;664;Atributo_44
1405;652;Atributo_8
1405;898;Atributo_10
1406;652;Atributo_8
1407;829;Atributo_64
1409;870;Atributo_26
1410;652;Atributo_8
1410;898;Atributo_10
1413;870;Atributo_26
1417;31;Atributo_3
1417;664;Atributo_44
1418;31;Atributo_3
1419;38;Atributo_4
1421;645;Atributo_106
1421;664;Atributo_44
1422;609;Atributo_108
1423;26;Atributo_35
1423;27;Atributo_36
1423;645;Atributo_106
1423;652;Atributo_8
1423;898;Atributo_10
1425;28;Atributo_1
1426;652;Atributo_8
1427;30;Atributo_2
1427;31;Atributo_3
1427;38;Atributo_4
1428;645;Atributo_106
1428;664;Atributo_44
1428;898;Atributo_10
1429;826;Atributo_53
1432;645;Atributo_106
1432;898;Atributo_10
1436;898;Atributo_10
1439;652;Atributo_8
1439;898;Atributo_10
1440;652;Atributo_8
1440;898;Atributo_10
1445;28;Atributo_1
1446;28;Atributo_1
1447;28;Atributo_1
1449;898;Atributo_10
1452;28;Atributo_1
1454;898;Atributo_10
1459;652;Atributo_8
1459;898;Atributo_10
1461;645;Atributo_106
1461;652;Atributo_8
1461;664;Atributo_44
1461;898;Atributo_10
1462;652;Atributo_8
1467;27;Atributo_36
1469;870;Atributo_26
1470;652;Atributo_8
1470;898;Atributo_10
1471;652;Atributo_8
1471;898;Atributo_10
1472;652;Atributo_8
1472;772;Atributo_28
1472;898;Atributo_10
1473;9;Atributo_94
1474;30;Atributo_2
1475;30;Atributo_2
1476;30;Atributo_2
1477;275;Atributo_20
1478;9;Atributo_94
1479;9;Atributo_94
1480;9;Atributo_94
1481;38;Atributo_4
1482;843;Atributo_43
1483;38;Atributo_4
1486;898;Atributo_10
1488;47;Atributo_23
1488;56;Atributo_5
1488;57;Atributo_6
1488;898;Atributo_10
1489;870;Atributo_26
1490;38;Atributo_4
1491;32;Atributo_37
1491;37;Atributo_31
1494;652;Atributo_8
1494;898;Atributo_10
1495;645;Atributo_106
1495;664;Atributo_44
1496;898;Atributo_10
1497;843;Atributo_43
1498;843;Atributo_43
1499;645;Atributo_106
1499;898;Atributo_10
1501;652;Atributo_8
1501;898;Atributo_10
1502;88;Atributo_13
1504;660;Atributo_91
1505;30;Atributo_2
1506;30;Atributo_2
1507;30;Atributo_2
1508;30;Atributo_2
1509;30;Atributo_2
1510;898;Atributo_10
1512;898;Atributo_10
1513;7;Atributo_30
1516;4;Atributo_11
1517;40;Atributo_16
1518;660;Atributo_91
1519;26;Atributo_35
1519;27;Atributo_36
1520;898;Atributo_10
1521;843;Atributo_43
1523;652;Atributo_8
1524;652;Atributo_8
1524;898;Atributo_10
1525;652;Atributo_8
1525;898;Atributo_10
1526;35;Atributo_22
1526;37;Atributo_31
1528;870;Atributo_26
1531;30;Atributo_2
1531;31;Atributo_3
1531;38;Atributo_4
1532;31;Atributo_3
1533;38;Atributo_4
1534;38;Atributo_4
1535;31;Atributo_3
1536;31;Atributo_3
1538;88;Atributo_13
1539;88;Atributo_13
1540;26;Atributo_35
1540;27;Atributo_36
1540;46;Atributo_12
1540;54;Atributo_40
1541;88;Atributo_13
1542;652;Atributo_8
1542;898;Atributo_10
1543;652;Atributo_8
1543;663;Atributo_63
1544;772;Atributo_28
1545;898;Atributo_10
1546;663;Atributo_63
1549;652;Atributo_8
1549;898;Atributo_10
1550;652;Atributo_8
1550;898;Atributo_10
1551;645;Atributo_106
1551;664;Atributo_44
1551;898;Atributo_10
1555;680;Atributo_100
1555;898;Atributo_10
1556;40;Atributo_16
1558;40;Atributo_16
1559;40;Atributo_16
1560;645;Atributo_106
1561;652;Atributo_8
1561;898;Atributo_10
1563;898;Atributo_10
1566;898;Atributo_10
1572;57;Atributo_6
1573;57;Atributo_6
1574;57;Atributo_6
1575;30;Atributo_2
1576;30;Atributo_2
1577;827;Atributo_83
1578;827;Atributo_83
1580;38;Atributo_4
1582;28;Atributo_1
1585;645;Atributo_106
1585;664;Atributo_44
1585;898;Atributo_10
1587;35;Atributo_22
1588;35;Atributo_22
1589;35;Atributo_22
1590;652;Atributo_8
1591;35;Atributo_22
1593;30;Atributo_2
1593;31;Atributo_3
1594;280;Atributo_85
1594;652;Atributo_8
1595;898;Atributo_10
1597;898;Atributo_10
1598;898;Atributo_10
1600;898;Atributo_10
1602;827;Atributo_83
1604;30;Atributo_2
1609;27;Atributo_36
1611;24;Atributo_48
1611;30;Atributo_2
1611;55;Atributo_32
1611;64;Atributo_46
1614;40;Atributo_16
1619;898;Atributo_10
1621;898;Atributo_10
1622;652;Atributo_8
1622;898;Atributo_10
1623;898;Atributo_10
1624;898;Atributo_10
1625;898;Atributo_10
1637;898;Atributo_10
1639;898;Atributo_10
1640;898;Atributo_10
1648;898;Atributo_10
1650;652;Atributo_8
1654;898;Atributo_10
1655;652;Atributo_8
1657;898;Atributo_10
1658;280;Atributo_85
1659;470;Atributo_19
1660;470;Atributo_19
1661;470;Atributo_19
1662;663;Atributo_63
1664;35;Atributo_22
1664;663;Atributo_63
1665;28;Atributo_1
1669;88;Atributo_13
1673;898;Atributo_10
1674;533;Atributo_115
1676;870;Atributo_26
1678;35;Atributo_22
1678;652;Atributo_8
1680;280;Atributo_85
1684;843;Atributo_43
1685;652;Atributo_8
1685;898;Atributo_10
1686;652;Atributo_8
1686;898;Atributo_10
1690;652;Atributo_8
1690;898;Atributo_10
1693;652;Atributo_8
1694;652;Atributo_8
1694;898;Atributo_10
1695;701;Atributo_9
1696;664;Atributo_44
1697;664;Atributo_44
1698;645;Atributo_106
1698;664;Atributo_44
1698;898;Atributo_10
1699;652;Atributo_8
1699;898;Atributo_10
1703;55;Atributo_32
1705;558;Atributo_88
1709;898;Atributo_10
1714;645;Atributo_106
1715;40;Atributo_16
1715;652;Atributo_8
1715;898;Atributo_10
1717;898;Atributo_10
1721;663;Atributo_63
1722;663;Atributo_63
1722;898;Atributo_10
1727;898;Atributo_10
1728;38;Atributo_4
1731;7;Atributo_30
1733;652;Atributo_8
1735;35;Atributo_22
1735;652;Atributo_8
1742;652;Atributo_8
1742;898;Atributo_10
1743;55;Atributo_32
1744;652;Atributo_8
1744;898;Atributo_10
1747;652;Atributo_8
1747;898;Atributo_10
1752;24;Atributo_48
1754;4;Atributo_11
1755;4;Atributo_11
1756;28;Atributo_1
1757;28;Atributo_1
1758;28;Atributo_1
1759;275;Atributo_20
1759;843;Atributo_43
1761;645;Atributo_106
1761;664;Atributo_44
1761;898;Atributo_10
1762;843;Atributo_43
1763;843;Atributo_43
1764;843;Atributo_43
1765;843;Atributo_43
1766;275;Atributo_20
1766;843;Atributo_43
1775;645;Atributo_106
1775;664;Atributo_44
1775;898;Atributo_10
1777;898;Atributo_10
1778;275;Atributo_20
1778;843;Atributo_43
1779;275;Atributo_20
1779;843;Atributo_43
1780;275;Atributo_20
1780;843;Atributo_43
1781;57;Atributo_6
1781;898;Atributo_10
1782;57;Atributo_6
1783;30;Atributo_2
1786;652;Atributo_8
1787;38;Atributo_4
1787;53;Atributo_24
1787;264;Atributo_18
1787;664;Atributo_44
1790;652;Atributo_8
1792;898;Atributo_10
1794;827;Atributo_83
1795;827;Atributo_83
1796;4;Atributo_11
1797;4;Atributo_11
1800;600;Atributo_58
1801;652;Atributo_8
1801;660;Atributo_91
1802;652;Atributo_8
1810;33;Atributo_38
1811;652;Atributo_8
1811;898;Atributo_10
1812;652;Atributo_8
1812;898;Atributo_10
1814;843;Atributo_43
1815;40;Atributo_16
1817;35;Atributo_22
1818;88;Atributo_13
1819;88;Atributo_13
1820;88;Atributo_13
1823;470;Atributo_19
1824;652;Atributo_8
1824;898;Atributo_10
1825;898;Atributo_10
1831;280;Atributo_85
1832;652;Atributo_8
1832;898;Atributo_10
1833;652;Atributo_8
1835;870;Atributo_26
1836;645;Atributo_106
1836;664;Atributo_44
1836;898;Atributo_10
1838;30;Atributo_2
1838;31;Atributo_3
1841;872;Atributo_97
1846;54;Atributo_40
1847;26;Atributo_35
1847;27;Atributo_36
1848;46;Atributo_12
1849;843;Atributo_43
1850;898;Atributo_10
1853;30;Atributo_2
1853;31;Atributo_3
1855;807;Atributo_67
1857;652;Atributo_8
1857;898;Atributo_10
1858;898;Atributo_10
1859;898;Atributo_10
1861;36;Atributo_49
1861;53;Atributo_24
1862;470;Atributo_19
1864;28;Atributo_1
1865;28;Atributo_1
1865;32;Atributo_37
1866;28;Atributo_1
1867;28;Atributo_1
1868;28;Atributo_1
1869;28;Atributo_1
1869;32;Atributo_37
1870;28;Atributo_1
1871;28;Atributo_1
1871;32;Atributo_37
1872;28;Atributo_1
1873;28;Atributo_1
1873;32;Atributo_37
1874;28;Atributo_1
1875;28;Atributo_1
1876;28;Atributo_1
1878;898;Atributo_10
1881;701;Atributo_9
1887;33;Atributo_38
1887;47;Atributo_23
1887;56;Atributo_5
1887;57;Atributo_6
1887;73;Atributo_7
1887;896;Atributo_15
1888;47;Atributo_23
1888;56;Atributo_5
1888;57;Atributo_6
1888;896;Atributo_15
1889;24;Atributo_48
1889;26;Atributo_35
1889;27;Atributo_36
1889;46;Atributo_12
1889;64;Atributo_46
1895;275;Atributo_20
1897;275;Atributo_20
1898;870;Atributo_26
1899;870;Atributo_26
1900;652;Atributo_8
1902;30;Atributo_2
1908;31;Atributo_3
1908;896;Atributo_15
1909;30;Atributo_2
1909;31;Atributo_3
1909;896;Atributo_15
1911;652;Atributo_8
1911;898;Atributo_10
1912;898;Atributo_10
1914;275;Atributo_20
1915;843;Atributo_43
1916;275;Atributo_20
1917;38;Atributo_4
1918;56;Atributo_5
1918;57;Atributo_6
1919;56;Atributo_5
1919;57;Atributo_6
1919;73;Atributo_7
1920;275;Atributo_20
1920;843;Atributo_43
1921;652;Atributo_8
1921;898;Atributo_10
1922;652;Atributo_8
1922;898;Atributo_10
1923;652;Atributo_8
1923;898;Atributo_10
1927;652;Atributo_8
1927;870;Atributo_26
1929;898;Atributo_10
1931;898;Atributo_10
1933;652;Atributo_8
1933;898;Atributo_10
1935;652;Atributo_8
1935;664;Atributo_44
1937;55;Atributo_32
1937;898;Atributo_10
1938;57;Atributo_6
1939;57;Atributo_6
1941;898;Atributo_10
1942;30;Atributo_2
1942;31;Atributo_3
1943;652;Atributo_8
1943;898;Atributo_10
1944;4;Atributo_11
1944;807;Atributo_67
1944;898;Atributo_10
1945;843;Atributo_43
1949;898;Atributo_10
1950;652;Atributo_8
1950;898;Atributo_10
1951;559;Atributo_34
1951;663;Atributo_63
1954;652;Atributo_8
1960;660;Atributo_91
1962;652;Atributo_8
1962;660;Atributo_91
1962;898;Atributo_10
1963;628;Atributo_29
1964;652;Atributo_8
1968;898;Atributo_10
1970;776;Atributo_102
1971;523;Atributo_33
1971;652;Atributo_8
1973;645;Atributo_106
1973;652;Atributo_8
1973;898;Atributo_10
1974;280;Atributo_85
1975;870;Atributo_26
1976;30;Atributo_2
1976;31;Atributo_3
1977;652;Atributo_8
1978;24;Atributo_48
1978;38;Atributo_4
1978;64;Atributo_46
1978;470;Atributo_19
1979;559;Atributo_34
1979;663;Atributo_63
1980;652;Atributo_8
1980;898;Atributo_10
1981;652;Atributo_8
1981;898;Atributo_10
1982;31;Atributo_3
1983;24;Atributo_48
1983;64;Atributo_46
1983;589;Atributo_77
1984;24;Atributo_48
1984;64;Atributo_46
1984;589;Atributo_77
1985;898;Atributo_10
1987;60;Atributo_17
1987;898;Atributo_10
1988;652;Atributo_8
1988;898;Atributo_10
1989;35;Atributo_22
1990;601;Atributo_70
1991;652;Atributo_8
1991;898;Atributo_10
1992;652;Atributo_8
1992;898;Atributo_10
1993;652;Atributo_8
1995;898;Atributo_10
1996;898;Atributo_10
1997;652;Atributo_8
1997;898;Atributo_10
1998;898;Atributo_10
1999;546;Atributo_113
2000;645;Atributo_106
2000;664;Atributo_44
2002;772;Atributo_28
2003;645;Atributo_106
2003;652;Atributo_8
2008;652;Atributo_8
2008;898;Atributo_10
2010;35;Atributo_22
2010;663;Atributo_63
2011;652;Atributo_8
2012;28;Atributo_1
2013;701;Atributo_9
2014;870;Atributo_26
2016;898;Atributo_10
2017;652;Atributo_8
2018;652;Atributo_8
2018;898;Atributo_10
2019;57;Atributo_6
2020;57;Atributo_6
2023;870;Atributo_26
2024;280;Atributo_85
2025;30;Atributo_2
2026;53;Atributo_24
2028;56;Atributo_5
2028;73;Atributo_7
2031;24;Atributo_48
2031;55;Atributo_32
2033;38;Atributo_4
2034;645;Atributo_106
2034;664;Atributo_44
2035;38;Atributo_4
2035;599;Atributo_57
2036;663;Atributo_63
2037;38;Atributo_4
2037;599;Atributo_57
2039;870;Atributo_26
2040;652;Atributo_8
2040;898;Atributo_10
2041;898;Atributo_10
2042;652;Atributo_8
2042;898;Atributo_10
2043;829;Atributo_64
2044;33;Atributo_38
2044;80;Atributo_80
2044;470;Atributo_19
2046;26;Atributo_35
2046;27;Atributo_36
2046;64;Atributo_46
2047;4;Atributo_11
2050;652;Atributo_8
2050;898;Atributo_10
2053;24;Atributo_48
2053;64;Atributo_46
2054;645;Atributo_106
2054;664;Atributo_44
2057;652;Atributo_8
2057;898;Atributo_10
2059;27;Atributo_36
2060;898;Atributo_10
2062;652;Atributo_8
2062;898;Atributo_10
2063;652;Atributo_8
2063;898;Atributo_10
2066;898;Atributo_10
2068;663;Atributo_63
2068;898;Atributo_10
2069;898;Atributo_10
2070;664;Atributo_44
2073;772;Atributo_28
2077;652;Atributo_8
2080;898;Atributo_10
2081;33;Atributo_38
2081;57;Atributo_6
2081;896;Atributo_15
2083;652;Atributo_8
2085;870;Atributo_26
2088;593;Atributo_76
2089;652;Atributo_8
2090;663;Atributo_63
2090;807;Atributo_67
2093;898;Atributo_10
2096;30;Atributo_2
2096;31;Atributo_3
2096;38;Atributo_4
2098;652;Atributo_8
2098;898;Atributo_10
2099;652;Atributo_8
2099;898;Atributo_10
2100;60;Atributo_17
2101;652;Atributo_8
2101;898;Atributo_10
2102;772;Atributo_28
2103;73;Atributo_7
2103;470;Atributo_19
2104;776;Atributo_102
2105;38;Atributo_4
2105;53;Atributo_24
2105;652;Atributo_8
2116;870;Atributo_26
2121;652;Atributo_8
2122;652;Atributo_8
2122;898;Atributo_10
2123;652;Atributo_8
2123;898;Atributo_10
2124;870;Atributo_26
2130;40;Atributo_16
2131;898;Atributo_10
2140;652;Atributo_8
2140;898;Atributo_10
2142;870;Atributo_26
2143;826;Atributo_53
2144;652;Atributo_8
2144;663;Atributo_63
2145;652;Atributo_8
2146;652;Atributo_8
2146;898;Atributo_10
2149;26;Atributo_35
2149;27;Atributo_36
2149;46;Atributo_12
2149;652;Atributo_8
2150;898;Atributo_10
2158;4;Atributo_11
2159;24;Atributo_48
2159;40;Atributo_16
2159;64;Atributo_46
2159;652;Atributo_8
2159;898;Atributo_10
2160;56;Atributo_5
2160;57;Atributo_6
2161;652;Atributo_8
2161;898;Atributo_10
2162;275;Atributo_20
2163;32;Atributo_37
2164;652;Atributo_8
2164;898;Atributo_10
2167;45;Atributo_39
2167;53;Atributo_24
2168;9;Atributo_94
2168;896;Atributo_15
2173;7;Atributo_30
2173;896;Atributo_15
2178;88;Atributo_13
2179;88;Atributo_13
2180;36;Atributo_49
2183;652;Atributo_8
2183;898;Atributo_10
2184;872;Atributo_97
2188;898;Atributo_10
2189;31;Atributo_3
2189;38;Atributo_4
2189;898;Atributo_10
2191;898;Atributo_10
2192;24;Atributo_48
2192;28;Atributo_1
2192;35;Atributo_22
2192;38;Atributo_4
2192;56;Atributo_5
2192;57;Atributo_6
2192;64;Atributo_46
2192;73;Atributo_7
2192;663;Atributo_63
2195;7;Atributo_30
2196;7;Atributo_30
2196;896;Atributo_15
2197;4;Atributo_11
2197;59;Atributo_50
2199;70;Atributo_72
2199;597;Atributo_73
2202;898;Atributo_10
2203;559;Atributo_34
2205;898;Atributo_10
2206;275;Atributo_20
2207;470;Atributo_19
2208;275;Atributo_20
2209;275;Atributo_20
2210;35;Atributo_22
2210;275;Atributo_20
2211;898;Atributo_10
2213;652;Atributo_8
2214;652;Atributo_8
2214;898;Atributo_10
2215;652;Atributo_8
2215;898;Atributo_10
2217;35;Atributo_22
2217;470;Atributo_19
2220;26;Atributo_35
2220;27;Atributo_36
2220;46;Atributo_12
2220;652;Atributo_8
2221;652;Atributo_8
2221;898;Atributo_10
2225;598;Atributo_69
2226;57;Atributo_6
2236;898;Atributo_10
2237;652;Atributo_8
2238;652;Atributo_8
2238;898;Atributo_10
2239;652;Atributo_8
2239;898;Atributo_10
2240;652;Atributo_8
2240;898;Atributo_10
2241;652;Atributo_8
2242;28;Atributo_1
2242;32;Atributo_37
2243;40;Atributo_16
2245;652;Atributo_8
2245;898;Atributo_10
2247;24;Atributo_48
2247;40;Atributo_16
2247;55;Atributo_32
2247;64;Atributo_46
2251;898;Atributo_10
2253;4;Atributo_11
2254;40;Atributo_16
2255;652;Atributo_8
2256;275;Atributo_20
2256;843;Atributo_43
2258;30;Atributo_2
2258;31;Atributo_3
2258;896;Atributo_15
2259;898;Atributo_10
2263;898;Atributo_10
2267;275;Atributo_20
2267;843;Atributo_43
2268;88;Atributo_13
2270;88;Atributo_13
2271;88;Atributo_13
2275;645;Atributo_106
2275;898;Atributo_10
2278;645;Atributo_106
2278;664;Atributo_44
2278;898;Atributo_10
2281;652;Atributo_8
2281;898;Atributo_10
2284;898;Atributo_10
2287;898;Atributo_10
2289;88;Atributo_13
2290;88;Atributo_13
2295;652;Atributo_8
2295;898;Atributo_10
2296;652;Atributo_8
2296;898;Atributo_10
2297;28;Atributo_1
2297;35;Atributo_22
2297;581;Atributo_65
2297;598;Atributo_69
2297;663;Atributo_63
2298;843;Atributo_43
2299;264;Atributo_18
2301;652;Atributo_8
2302;4;Atributo_11
2303;843;Atributo_43
2304;652;Atributo_8
2304;898;Atributo_10
2305;843;Atributo_43
2306;843;Atributo_43
2307;32;Atributo_37
2308;645;Atributo_106
2308;664;Atributo_44
2308;898;Atributo_10
2309;32;Atributo_37
2310;32;Atributo_37
2311;898;Atributo_10
2313;275;Atributo_20
2313;843;Atributo_43
2314;275;Atributo_20
2315;35;Atributo_22
2315;275;Atributo_20
2318;645;Atributo_106
2320;898;Atributo_10
2321;652;Atributo_8
2322;88;Atributo_13
2323;88;Atributo_13
2324;88;Atributo_13
2325;88;Atributo_13
2326;88;Atributo_13
2327;843;Atributo_43
2330;35;Atributo_22
2330;470;Atributo_19
2331;843;Atributo_43
2332;601;Atributo_70
2333;601;Atributo_70
2334;601;Atributo_70
2335;88;Atributo_13
2336;38;Atributo_4
2337;652;Atributo_8
2337;898;Atributo_10
2338;88;Atributo_13
2339;35;Atributo_22
2339;896;Atributo_15
2340;602;Atributo_66
2342;643;Atributo_109
2343;643;Atributo_109
2344;643;Atributo_109
2346;88;Atributo_13
2347;88;Atributo_13
2349;88;Atributo_13
2350;4;Atributo_11
2351;88;Atributo_13
2352;898;Atributo_10
2355;88;Atributo_13
2356;275;Atributo_20
2357;275;Atributo_20
2359;80;Atributo_80
2360;88;Atributo_13
2362;88;Atributo_13
2364;88;Atributo_13
2365;88;Atributo_13
2366;88;Atributo_13
2367;88;Atributo_13
2369;88;Atributo_13
2370;88;Atributo_13
2371;873;Atributo_95
2372;88;Atributo_13
2373;88;Atributo_13
2374;88;Atributo_13
2375;652;Atributo_8
2376;275;Atributo_20
2376;843;Atributo_43
2377;275;Atributo_20
2377;843;Atributo_43
2378;275;Atributo_20
2378;843;Atributo_43
2379;275;Atributo_20
2379;843;Atributo_43
2381;38;Atributo_4
2382;38;Atributo_4
2383;88;Atributo_13
2384;88;Atributo_13
2386;88;Atributo_13
2387;652;Atributo_8
2388;30;Atributo_2
2388;31;Atributo_3
2390;88;Atributo_13
2391;88;Atributo_13
2392;88;Atributo_13
2393;33;Atributo_38
2395;275;Atributo_20
2397;88;Atributo_13
2398;88;Atributo_13
2399;30;Atributo_2
2399;31;Atributo_3
2400;30;Atributo_2
2400;31;Atributo_3
2401;30;Atributo_2
2401;31;Atributo_3
2402;30;Atributo_2
2402;31;Atributo_3
2403;30;Atributo_2
2403;31;Atributo_3
2404;30;Atributo_2
2404;31;Atributo_3
2405;31;Atributo_3
2406;30;Atributo_2
2406;31;Atributo_3
2407;30;Atributo_2
2407;31;Atributo_3
2408;28;Atributo_1
2408;32;Atributo_37
2409;28;Atributo_1
2414;32;Atributo_37
2414;36;Atributo_49
2414;37;Atributo_31
2414;53;Atributo_24
2414;64;Atributo_46
2416;645;Atributo_106
2416;664;Atributo_44
2416;898;Atributo_10
2417;275;Atributo_20
2417;843;Atributo_43
2418;275;Atributo_20
2418;664;Atributo_44
2420;32;Atributo_37
2420;37;Atributo_31
2421;32;Atributo_37
2421;37;Atributo_31
2422;20;Atributo_114
2424;275;Atributo_20
2425;652;Atributo_8
2426;275;Atributo_20
2426;470;Atributo_19
2426;843;Atributo_43
2428;275;Atributo_20
2428;843;Atributo_43
2429;843;Atributo_43
2431;275;Atributo_20
2431;652;Atributo_8
2432;843;Atributo_43
2434;898;Atributo_10
2436;663;Atributo_63
2437;275;Atributo_20
2437;843;Atributo_43
2438;88;Atributo_13
2440;57;Atributo_6
2440;275;Atributo_20
2440;843;Atributo_43
2441;275;Atributo_20
2441;843;Atributo_43
2442;843;Atributo_43
2444;843;Atributo_43
2445;275;Atributo_20
2447;275;Atributo_20
2447;843;Atributo_43
2449;843;Atributo_43
2450;843;Atributo_43
2451;275;Atributo_20
2451;843;Atributo_43
2452;30;Atributo_2
2454;843;Atributo_43
2455;275;Atributo_20
2455;843;Atributo_43
2456;652;Atributo_8
2456;898;Atributo_10
2458;275;Atributo_20
2458;843;Atributo_43
2459;38;Atributo_4
2459;53;Atributo_24
2459;664;Atributo_44
2460;38;Atributo_4
2460;53;Atributo_24
2460;264;Atributo_18
2460;664;Atributo_44
2461;38;Atributo_4
2461;53;Atributo_24
2461;264;Atributo_18
2461;664;Atributo_44
2462;38;Atributo_4
2462;53;Atributo_24
2462;264;Atributo_18
2462;664;Atributo_44
2463;38;Atributo_4
2463;53;Atributo_24
2463;664;Atributo_44
2464;38;Atributo_4
2464;53;Atributo_24
2464;264;Atributo_18
2464;664;Atributo_44
2464;898;Atributo_10
2465;38;Atributo_4
2465;53;Atributo_24
2465;664;Atributo_44
2466;843;Atributo_43
2467;35;Atributo_22
2470;843;Atributo_43
2471;843;Atributo_43
2473;843;Atributo_43
2474;843;Atributo_43
2475;843;Atributo_43
2476;898;Atributo_10
2477;652;Atributo_8
2477;660;Atributo_91
2478;843;Atributo_43
2480;275;Atributo_20
2480;843;Atributo_43
2481;275;Atributo_20
2481;843;Atributo_43
2482;843;Atributo_43
2483;35;Atributo_22
2484;35;Atributo_22
2485;33;Atributo_38
2485;35;Atributo_22
2485;56;Atributo_5
2485;57;Atributo_6
2485;73;Atributo_7
2485;896;Atributo_15
2486;57;Atributo_6
2487;870;Atributo_26
2488;30;Atributo_2
2489;652;Atributo_8
2490;40;Atributo_16
2491;843;Atributo_43
2492;843;Atributo_43
2493;843;Atributo_43
2494;843;Atributo_43
2495;843;Atributo_43
2496;843;Atributo_43
2497;843;Atributo_43
2498;843;Atributo_43
2501;275;Atributo_20
2501;843;Atributo_43
2503;663;Atributo_63
2505;898;Atributo_10
2507;8;Atributo_21
2509;652;Atributo_8
2509;898;Atributo_10
2510;523;Atributo_33
2510;652;Atributo_8
2512;28;Atributo_1
2512;35;Atributo_22
2512;36;Atributo_49
2512;37;Atributo_31
2512;56;Atributo_5
2512;57;Atributo_6
2512;73;Atributo_7
2512;870;Atributo_26
2514;898;Atributo_10
2516;898;Atributo_10
2518;652;Atributo_8
2518;898;Atributo_10
2519;652;Atributo_8
2519;898;Atributo_10
2523;31;Atributo_3
2523;38;Atributo_4
2524;31;Atributo_3
2524;38;Atributo_4
2526;843;Atributo_43
2528;36;Atributo_49
2528;37;Atributo_31
2528;53;Atributo_24
2529;40;Atributo_16
2530;33;Atributo_38
2530;35;Atributo_22
2530;56;Atributo_5
2530;57;Atributo_6
2530;73;Atributo_7
2531;9;Atributo_94
2532;652;Atributo_8
2535;645;Atributo_106
2535;664;Atributo_44
2538;275;Atributo_20
2539;32;Atributo_37
2540;32;Atributo_37
2541;32;Atributo_37
2542;32;Atributo_37
2543;32;Atributo_37
2544;32;Atributo_37
2545;32;Atributo_37
2546;32;Atributo_37
2546;595;Atributo_60
2547;32;Atributo_37
2548;38;Atributo_4
2548;53;Atributo_24
2548;264;Atributo_18
2548;664;Atributo_44
2549;38;Atributo_4
2549;53;Atributo_24
2549;264;Atributo_18
2549;664;Atributo_44
2550;38;Atributo_4
2550;53;Atributo_24
2550;264;Atributo_18
2550;664;Atributo_44
2552;275;Atributo_20
2552;645;Atributo_106
2553;652;Atributo_8
2553;898;Atributo_10
2555;652;Atributo_8
2556;38;Atributo_4
2556;628;Atributo_29
2557;275;Atributo_20
2558;275;Atributo_20
2559;275;Atributo_20
2561;898;Atributo_10
2564;652;Atributo_8
2564;898;Atributo_10
2566;652;Atributo_8
2569;870;Atributo_26
2571;30;Atributo_2
2573;38;Atributo_4
2574;275;Atributo_20
2575;275;Atributo_20
2576;275;Atributo_20
2579;275;Atributo_20
2580;28;Atributo_1
2582;898;Atributo_10
2583;275;Atributo_20
2587;64;Atributo_46
2587;590;Atributo_78
2588;652;Atributo_8
2588;898;Atributo_10
2590;652;Atributo_8
2590;898;Atributo_10
2591;652;Atributo_8
2592;558;Atributo_88
2594;652;Atributo_8
2594;898;Atributo_10
2597;645;Atributo_106
2597;652;Atributo_8
2598;645;Atributo_106
2598;664;Atributo_44
2598;898;Atributo_10
2601;898;Atributo_10
2603;28;Atributo_1
2606;4;Atributo_11
2607;275;Atributo_20
2608;652;Atributo_8
2608;898;Atributo_10
2610;843;Atributo_43
2611;843;Atributo_43
2615;898;Atributo_10
2616;898;Atributo_10
2617;645;Atributo_106
2619;645;Atributo_106
2619;664;Atributo_44
2619;898;Atributo_10
2622;652;Atributo_8
2622;898;Atributo_10
2623;88;Atributo_13
2624;88;Atributo_13
2626;898;Atributo_10
2627;7;Atributo_30
2627;870;Atributo_26
2629;24;Atributo_48
